theta,A2,a,b,z,status
21.0,-10.0,7.3,6.8,-0.8,NotYet
21.0,-10.0,7.3,6.8,-0.6,NotYet
21.0,-10.0,7.4,6.7,-0.4,NotYet
21.0,-10.0,7.4,6.6,-0.2,NotYet
21.0,-10.0,7.5,6.4,0.0,NotYet
21.0,-10.0,7.5,6.3,0.2,NotYet
21.0,-10.0,7.4,6.4,0.4,NotYet
21.0,-10.0,7.4,6.5,0.6,NotYet
21.0,-10.0,7.3,6.6,0.8,NotYet
21.0,-10.0,7.3,6.7,1.0,NotYet
21.0,-8.0,7.3,6.7,-1.0,NotYet
21.0,-8.0,7.3,6.7,-0.8,NotYet
21.0,-8.0,7.3,6.7,-0.6,NotYet
21.0,-8.0,7.3,6.7,-0.4,NotYet
21.0,-8.0,7.4,6.5,-0.2,NotYet
21.0,-8.0,7.4,6.4,0.0,NotYet
21.0,-8.0,7.4,6.3,0.2,NotYet
21.0,-8.0,7.4,6.4,0.4,NotYet
21.0,-8.0,7.3,6.6,0.6,NotYet
21.0,-8.0,7.2,6.7,0.8,NotYet
21.0,-8.0,7.2,6.7,1.0,NotYet
21.0,-6.0,7.3,6.7,-1.0,NotYet
21.0,-6.0,7.3,6.7,-0.8,NotYet
21.0,-6.0,7.3,6.7,-0.6,NotYet
21.0,-6.0,7.3,6.6,-0.4,NotYet
21.0,-6.0,7.4,6.4,-0.2,NotYet
21.0,-6.0,7.4,6.3,0.0,NotYet
21.0,-6.0,7.3,6.4,0.2,NotYet
21.0,-6.0,7.3,6.5,0.4,NotYet
21.0,-6.0,7.2,6.7,0.6,NotYet
21.0,-6.0,7.2,6.7,0.8,NotYet
21.0,-6.0,7.2,6.8,1.0,NotYet
21.0,-4.0,7.3,6.7,-1.0,NotYet
21.0,-4.0,7.3,6.7,-0.8,NotYet
21.0,-4.0,7.3,6.6,-0.6,NotYet
21.0,-4.0,7.3,6.5,-0.4,NotYet
21.0,-4.0,7.4,6.3,-0.2,NotYet
21.0,-4.0,7.4,6.3,0.0,NotYet
21.0,-4.0,7.3,6.5,0.2,NotYet
21.0,-4.0,7.3,6.6,0.4,NotYet
21.0,-4.0,7.2,6.8,0.6,NotYet
21.0,-4.0,7.2,6.8,0.8,NotYet
21.0,-4.0,7.2,6.8,1.0,NotYet
21.0,-2.0,7.3,6.6,-1.0,NotYet
21.0,-2.0,7.3,6.6,-0.8,NotYet
21.0,-2.0,7.3,6.5,-0.6,NotYet
21.0,-2.0,7.4,6.4,-0.4,NotYet
21.0,-2.0,7.4,6.3,-0.2,NotYet
21.0,-2.0,7.4,6.4,0.0,NotYet
21.0,-2.0,7.3,6.6,0.2,NotYet
21.0,-2.0,7.2,6.7,0.4,NotYet
21.0,-2.0,7.2,6.8,0.6,NotYet
21.0,-2.0,7.2,6.8,0.8,NotYet
21.0,-2.0,7.2,6.8,1.0,NotYet
21.0,0.0,7.3,6.6,-1.0,NotYet
21.0,0.0,7.4,6.5,-0.8,NotYet
21.0,0.0,7.4,6.4,-0.6,NotYet
21.0,0.0,7.4,6.3,-0.4,NotYet
21.0,0.0,7.4,6.3,-0.2,NotYet
21.0,0.0,7.3,6.5,0.0,NotYet
21.0,0.0,7.3,6.7,0.2,NotYet
21.0,0.0,7.2,6.8,0.4,NotYet
21.0,0.0,7.2,6.9,0.6,NotYet
21.0,0.0,7.2,6.9,0.8,NotYet
21.0,0.0,7.2,6.8,1.0,NotYet
21.0,2.0,7.4,6.5,-1.0,NotYet
21.0,2.0,7.4,6.5,-0.8,NotYet
21.0,2.0,7.4,6.4,-0.6,NotYet
21.0,2.0,7.5,6.3,-0.4,NotYet
21.0,2.0,7.4,6.4,-0.2,NotYet
21.0,2.0,7.3,6.6,0.0,NotYet
21.0,2.0,7.3,6.8,0.2,NotYet
21.0,2.0,7.2,6.9,0.4,NotYet
21.0,2.0,7.2,6.9,0.6,NotYet
21.0,2.0,7.2,6.9,0.8,NotYet
21.0,2.0,7.3,6.8,1.0,NotYet
21.0,4.0,7.5,6.5,-1.0,NotYet
21.0,4.0,7.5,6.4,-0.8,NotYet
21.0,4.0,7.5,6.3,-0.6,NotYet
21.0,4.0,7.5,6.3,-0.4,NotYet
21.0,4.0,7.4,6.5,-0.2,NotYet
21.0,4.0,7.4,6.7,0.0,NotYet
21.0,4.0,7.3,6.8,0.2,NotYet
21.0,4.0,7.3,6.9,0.4,NotYet
21.0,4.0,7.3,6.9,0.6,NotYet
21.0,4.0,7.3,6.9,0.8,NotYet
21.0,4.0,7.3,6.8,1.0,NotYet
21.0,6.0,7.6,6.4,-1.0,NotYet
21.0,6.0,7.6,6.3,-0.8,NotYet
21.0,6.0,7.6,6.2,-0.6,NotYet
21.0,6.0,7.5,6.4,-0.4,NotYet
21.0,6.0,7.5,6.6,-0.2,NotYet
21.0,6.0,7.4,6.8,0.0,NotYet
21.0,6.0,7.3,6.9,0.2,NotYet
21.0,6.0,7.3,7.0,0.4,NotYet
21.0,6.0,7.3,7.0,0.6,NotYet
21.0,6.0,7.4,6.9,0.8,NotYet
21.0,6.0,7.4,6.8,1.0,NotYet
21.0,8.0,7.7,6.3,-1.0,NotYet
21.0,8.0,7.7,6.2,-0.8,NotYet
21.0,8.0,7.7,6.2,-0.6,NotYet
21.0,8.0,7.6,6.5,-0.4,NotYet
21.0,8.0,7.5,6.7,-0.2,NotYet
21.0,8.0,7.4,6.9,0.0,NotYet
21.0,8.0,7.4,7.0,0.2,NotYet
21.0,8.0,7.4,7.0,0.4,NotYet
21.0,8.0,7.4,7.0,0.6,NotYet
21.0,8.0,7.4,6.9,0.8,NotYet
21.0,8.0,7.5,6.8,1.0,NotYet
21.0,10.0,7.8,6.2,-1.0,NotYet
21.0,10.0,7.8,6.2,-0.8,NotYet
21.0,10.0,7.7,6.3,-0.6,NotYet
21.0,10.0,7.6,6.6,-0.4,NotYet
21.0,10.0,7.5,6.8,-0.2,NotYet
21.0,10.0,7.5,6.9,0.0,NotYet
21.0,10.0,7.5,7.0,0.2,NotYet
21.0,10.0,7.5,7.0,0.4,NotYet
21.0,10.0,7.5,6.9,0.6,NotYet
21.0,10.0,7.5,6.9,0.8,NotYet
21.0,10.0,7.6,6.8,1.0,NotYet
22.0,-10.0,7.4,6.7,-1.0,NotYet
22.0,-10.0,7.4,6.7,-0.8,NotYet
22.0,-10.0,7.4,6.7,-0.6,NotYet
22.0,-10.0,7.4,6.7,-0.4,NotYet
22.0,-10.0,7.5,6.5,-0.2,NotYet
22.0,-10.0,7.5,6.4,0.0,NotYet
22.0,-10.0,7.6,6.2,0.2,NotYet
22.0,-10.0,7.5,6.3,0.4,NotYet
22.0,-10.0,7.5,6.4,0.6,NotYet
22.0,-10.0,7.4,6.5,0.8,NotYet
22.0,-10.0,7.4,6.6,1.0,NotYet
22.0,-8.0,7.4,6.6,-1.0,NotYet
22.0,-8.0,7.4,6.7,-0.8,NotYet
22.0,-8.0,7.4,6.7,-0.6,NotYet
22.0,-8.0,7.4,6.6,-0.4,NotYet
22.0,-8.0,7.5,6.4,-0.2,NotYet
22.0,-8.0,7.5,6.3,0.0,NotYet
22.0,-8.0,7.5,6.3,0.2,NotYet
22.0,-8.0,7.4,6.4,0.4,NotYet
22.0,-8.0,7.4,6.5,0.6,NotYet
22.0,-8.0,7.3,6.6,0.8,NotYet
22.0,-8.0,7.3,6.7,1.0,NotYet
22.0,-6.0,7.4,6.6,-1.0,NotYet
22.0,-6.0,7.4,6.6,-0.8,NotYet
22.0,-6.0,7.4,6.6,-0.6,NotYet
22.0,-6.0,7.4,6.5,-0.4,NotYet
22.0,-6.0,7.5,6.3,-0.2,NotYet
22.0,-6.0,7.5,6.2,0.0,NotYet
22.0,-6.0,7.4,6.3,0.2,NotYet
22.0,-6.0,7.4,6.5,0.4,NotYet
22.0,-6.0,7.3,6.6,0.6,NotYet
22.0,-6.0,7.3,6.7,0.8,NotYet
22.0,-6.0,7.3,6.7,1.0,NotYet
22.0,-4.0,7.4,6.6,-1.0,NotYet
22.0,-4.0,7.4,6.6,-0.8,NotYet
22.0,-4.0,7.4,6.5,-0.6,NotYet
22.0,-4.0,7.4,6.4,-0.4,NotYet
22.0,-4.0,7.4,6.3,-0.2,NotYet
22.0,-4.0,7.4,6.3,0.0,NotYet
22.0,-4.0,7.4,6.4,0.2,NotYet
22.0,-4.0,7.3,6.6,0.4,NotYet
22.0,-4.0,7.3,6.7,0.6,NotYet
22.0,-4.0,7.3,6.7,0.8,NotYet
22.0,-4.0,7.3,6.7,1.0,NotYet
22.0,-2.0,7.4,6.6,-1.0,NotYet
22.0,-2.0,7.4,6.5,-0.8,NotYet
22.0,-2.0,7.4,6.5,-0.6,NotYet
22.0,-2.0,7.5,6.3,-0.4,NotYet
22.0,-2.0,7.5,6.2,-0.2,NotYet
22.0,-2.0,7.4,6.3,0.0,NotYet
22.0,-2.0,7.4,6.5,0.2,NotYet
22.0,-2.0,7.3,6.7,0.4,NotYet
22.0,-2.0,7.3,6.7,0.6,NotYet
22.0,-2.0,7.2,6.8,0.8,NotYet
22.0,-2.0,7.3,6.7,1.0,NotYet
22.0,0.0,7.4,6.5,-1.0,NotYet
22.0,0.0,7.4,6.5,-0.8,NotYet
22.0,0.0,7.5,6.4,-0.6,NotYet
22.0,0.0,7.5,6.3,-0.4,NotYet
22.0,0.0,7.5,6.2,-0.2,NotYet
22.0,0.0,7.4,6.4,0.0,NotYet
22.0,0.0,7.3,6.6,0.2,NotYet
22.0,0.0,7.3,6.7,0.4,NotYet
22.0,0.0,7.3,6.8,0.6,NotYet
22.0,0.0,7.3,6.8,0.8,NotYet
22.0,0.0,7.3,6.7,1.0,NotYet
22.0,2.0,7.5,6.5,-1.0,NotYet
22.0,2.0,7.5,6.4,-0.8,NotYet
22.0,2.0,7.5,6.3,-0.6,NotYet
22.0,2.0,7.6,6.2,-0.4,NotYet
22.0,2.0,7.5,6.3,-0.2,NotYet
22.0,2.0,7.4,6.5,0.0,NotYet
22.0,2.0,7.4,6.7,0.2,NotYet
22.0,2.0,7.3,6.8,0.4,NotYet
22.0,2.0,7.3,6.8,0.6,NotYet
22.0,2.0,7.3,6.8,0.8,NotYet
22.0,2.0,7.3,6.8,1.0,NotYet
22.0,4.0,7.6,6.4,-1.0,NotYet
22.0,4.0,7.6,6.3,-0.8,NotYet
22.0,4.0,7.6,6.2,-0.6,NotYet
22.0,4.0,7.6,6.2,-0.4,NotYet
22.0,4.0,7.5,6.4,-0.2,NotYet
22.0,4.0,7.4,6.6,0.0,NotYet
22.0,4.0,7.4,6.8,0.2,NotYet
22.0,4.0,7.3,6.9,0.4,NotYet
22.0,4.0,7.3,6.9,0.6,NotYet
22.0,4.0,7.4,6.8,0.8,NotYet
22.0,4.0,7.4,6.7,1.0,NotYet
22.0,6.0,7.7,6.3,-1.0,NotYet
22.0,6.0,7.7,6.2,-0.8,NotYet
22.0,6.0,7.7,6.2,-0.6,NotYet
22.0,6.0,7.6,6.3,-0.4,NotYet
22.0,6.0,7.5,6.5,-0.2,NotYet
22.0,6.0,7.5,6.7,0.0,NotYet
22.0,6.0,7.4,6.8,0.2,NotYet
22.0,6.0,7.4,6.9,0.4,NotYet
22.0,6.0,7.4,6.9,0.6,NotYet
22.0,6.0,7.4,6.8,0.8,NotYet
22.0,6.0,7.5,6.7,1.0,NotYet
22.0,8.0,7.8,6.2,-1.0,NotYet
22.0,8.0,7.8,6.2,-0.8,NotYet
22.0,8.0,7.8,6.2,-0.6,NotYet
22.0,8.0,7.7,6.4,-0.4,NotYet
22.0,8.0,7.6,6.6,-0.2,NotYet
22.0,8.0,7.5,6.8,0.0,NotYet
22.0,8.0,7.5,6.9,0.2,NotYet
22.0,8.0,7.5,6.9,0.4,NotYet
22.0,8.0,7.5,6.9,0.6,NotYet
22.0,8.0,7.5,6.8,0.8,NotYet
22.0,8.0,7.6,6.7,1.0,NotYet
22.0,10.0,7.9,6.2,-1.0,NotYet
22.0,10.0,7.9,6.1,-0.8,NotYet
22.0,10.0,7.8,6.3,-0.6,NotYet
22.0,10.0,7.7,6.5,-0.4,NotYet
22.0,10.0,7.6,6.7,-0.2,NotYet
22.0,10.0,7.5,6.9,0.0,NotYet
22.0,10.0,7.5,6.9,0.2,NotYet
22.0,10.0,7.6,6.9,0.4,NotYet
22.0,10.0,7.6,6.9,0.6,NotYet
22.0,10.0,7.6,6.8,0.8,NotYet
22.0,10.0,7.6,6.8,1.0,NotYet
23.0,-10.0,7.5,6.6,-1.0,NotYet
23.0,-10.0,7.5,6.6,-0.8,NotYet
23.0,-10.0,7.5,6.6,-0.6,NotYet
23.0,-10.0,7.5,6.6,-0.4,NotYet
23.0,-10.0,7.6,6.4,-0.2,NotYet
23.0,-10.0,7.6,6.3,0.0,NotYet
23.0,-10.0,7.6,6.2,0.2,NotYet
23.0,-10.0,7.6,6.2,0.4,NotYet
23.0,-10.0,7.5,6.4,0.6,NotYet
23.0,-10.0,7.5,6.5,0.8,NotYet
23.0,-10.0,7.4,6.6,1.0,NotYet
23.0,-8.0,7.5,6.6,-1.0,NotYet
23.0,-8.0,7.5,6.6,-0.8,NotYet
23.0,-8.0,7.5,6.6,-0.6,NotYet
23.0,-8.0,7.5,6.5,-0.4,NotYet
23.0,-8.0,7.5,6.4,-0.2,NotYet
23.0,-8.0,7.6,6.2,0.0,NotYet
23.0,-8.0,7.6,6.2,0.2,NotYet
23.0,-8.0,7.5,6.3,0.4,NotYet
23.0,-8.0,7.4,6.5,0.6,NotYet
23.0,-8.0,7.4,6.6,0.8,NotYet
23.0,-8.0,7.4,6.6,1.0,NotYet
23.0,-6.0,7.4,6.6,-1.0,NotYet
23.0,-6.0,7.4,6.6,-0.8,NotYet
23.0,-6.0,7.5,6.5,-0.6,NotYet
23.0,-6.0,7.5,6.4,-0.4,NotYet
23.0,-6.0,7.5,6.3,-0.2,NotYet
23.0,-6.0,7.5,6.2,0.0,NotYet
23.0,-6.0,7.5,6.3,0.2,NotYet
23.0,-6.0,7.4,6.4,0.4,NotYet
23.0,-6.0,7.4,6.6,0.6,NotYet
23.0,-6.0,7.4,6.6,0.8,NotYet
23.0,-6.0,7.4,6.6,1.0,NotYet
23.0,-4.0,7.5,6.5,-1.0,NotYet
